Date,Platform,Followers,Likes,Shares,Comments,EngagementRate
2025-07-06,Facebook,1639,239,39,23,0.25
2025-07-06,Twitter,4717,133,29,44,0.2
2025-07-06,Instagram,2550,199,52,23,0.24
2025-07-07,Facebook,3746,475,23,13,0.22
2025-07-07,Twitter,3020,376,82,13,0.11
2025-07-07,Instagram,2331,324,51,18,0.09
2025-07-08,Facebook,2260,366,40,44,0.1
2025-07-08,Twitter,1064,369,37,29,0.21
2025-07-08,Instagram,2562,492,82,34,0.17
2025-07-09,Facebook,867,313,6,45,0.12
2025-07-09,Twitter,4808,169,59,20,0.1
2025-07-09,Instagram,3279,207,16,39,0.1
2025-07-10,Facebook,2385,304,25,9,0.1
2025-07-10,Twitter,4740,221,37,13,0.23
2025-07-10,Instagram,1858,265,69,12,0.15
2025-07-11,Facebook,2247,381,58,16,0.14
2025-07-11,Twitter,1326,410,23,30,0.08
2025-07-11,Instagram,1205,281,25,42,0.17
2025-07-12,Facebook,4540,228,8,11,0.08
2025-07-12,Twitter,1571,455,80,49,0.24
2025-07-12,Instagram,993,211,95,45,0.15
2025-07-13,Facebook,1910,471,10,26,0.1
2025-07-13,Twitter,2736,110,16,10,0.06
2025-07-13,Instagram,4251,411,69,33,0.14
2025-07-14,Facebook,941,340,52,49,0.14
2025-07-14,Twitter,2896,351,66,12,0.06
2025-07-14,Instagram,1140,294,53,46,0.11
2025-07-15,Facebook,3229,282,13,28,0.07
2025-07-15,Twitter,1655,326,55,43,0.16
2025-07-15,Instagram,2317,196,15,17,0.24
2025-07-16,Facebook,4428,50,44,48,0.2
2025-07-16,Twitter,3804,158,16,37,0.21
2025-07-16,Instagram,1787,299,73,12,0.22
2025-07-17,Facebook,973,392,34,49,0.22
2025-07-17,Twitter,4560,224,88,22,0.1
2025-07-17,Instagram,1789,210,40,22,0.07
2025-07-18,Facebook,2574,461,44,24,0.23
2025-07-18,Twitter,1131,427,19,45,0.24
2025-07-18,Instagram,4668,154,78,6,0.23
2025-07-19,Facebook,2796,315,18,22,0.08
2025-07-19,Twitter,1570,133,74,31,0.2
2025-07-19,Instagram,2428,215,7,20,0.25
2025-07-20,Facebook,4808,317,39,47,0.15
2025-07-20,Twitter,2798,406,89,35,0.14
2025-07-20,Instagram,2231,343,32,25,0.19
2025-07-21,Facebook,3458,478,77,42,0.21
2025-07-21,Twitter,4059,413,36,7,0.14
2025-07-21,Instagram,4043,384,45,27,0.11
2025-07-22,Facebook,2841,362,37,28,0.12
2025-07-22,Twitter,3780,56,72,41,0.23
2025-07-22,Instagram,4064,96,24,23,0.06
2025-07-23,Facebook,1713,468,47,35,0.21
2025-07-23,Twitter,3728,343,68,9,0.16
2025-07-23,Instagram,4559,165,60,16,0.16
2025-07-24,Facebook,1854,437,54,9,0.1
2025-07-24,Twitter,4215,492,71,15,0.08
2025-07-24,Instagram,1978,479,68,31,0.08
2025-07-25,Facebook,2641,311,63,19,0.15
2025-07-25,Twitter,4809,171,41,46,0.12
2025-07-25,Instagram,3958,183,72,22,0.22
2025-07-26,Facebook,3216,334,81,21,0.13
2025-07-26,Twitter,2101,117,73,41,0.15
2025-07-26,Instagram,2732,211,90,27,0.14
2025-07-27,Facebook,2177,465,55,25,0.12
2025-07-27,Twitter,2356,349,15,43,0.16
2025-07-27,Instagram,4256,141,67,28,0.25
2025-07-28,Facebook,1934,403,15,40,0.13
2025-07-28,Twitter,3970,301,86,44,0.12
2025-07-28,Instagram,4535,299,23,41,0.2
2025-07-29,Facebook,3367,333,9,21,0.19
2025-07-29,Twitter,2709,196,68,31,0.23
2025-07-29,Instagram,1066,359,49,16,0.06
2025-07-30,Facebook,4629,444,96,9,0.21
2025-07-30,Twitter,2760,95,16,10,0.08
2025-07-30,Instagram,2994,203,52,48,0.15
2025-07-31,Facebook,2410,466,66,28,0.14
2025-07-31,Twitter,2746,252,68,21,0.22
2025-07-31,Instagram,4602,131,96,8,0.21
2025-08-01,Facebook,3919,378,76,49,0.14
2025-08-01,Twitter,4735,377,23,42,0.1
2025-08-01,Instagram,1742,238,35,20,0.2
2025-08-02,Facebook,4917,398,90,47,0.22
2025-08-02,Twitter,3753,347,68,25,0.12
2025-08-02,Instagram,4552,201,39,34,0.24
2025-08-03,Facebook,4034,68,12,30,0.22
2025-08-03,Twitter,4198,79,11,7,0.2
2025-08-03,Instagram,824,86,5,19,0.08
2025-08-04,Facebook,2567,185,9,13,0.2
2025-08-04,Twitter,4547,84,70,44,0.13
2025-08-04,Instagram,1213,407,79,39,0.16
2025-08-05,Facebook,1709,237,81,49,0.19
2025-08-05,Twitter,2892,110,87,42,0.11
2025-08-05,Instagram,3222,211,20,42,0.06
2025-08-06,Facebook,2297,62,60,35,0.1
2025-08-06,Twitter,3142,441,91,18,0.08
2025-08-06,Instagram,1850,167,97,43,0.15
2025-08-07,Facebook,3168,450,34,17,0.17
2025-08-07,Twitter,4658,362,29,26,0.09
2025-08-07,Instagram,982,72,36,14,0.17
2025-08-08,Facebook,2389,101,24,36,0.16
2025-08-08,Twitter,1811,102,28,19,0.16
2025-08-08,Instagram,3107,254,63,27,0.19
2025-08-09,Facebook,1835,168,35,18,0.23
2025-08-09,Twitter,2064,398,30,22,0.11
2025-08-09,Instagram,3141,258,91,28,0.22
2025-08-10,Facebook,3237,374,48,33,0.24
2025-08-10,Twitter,3424,156,23,13,0.22
2025-08-10,Instagram,1618,190,87,10,0.13
2025-08-11,Facebook,4292,450,62,27,0.15
2025-08-11,Twitter,4699,266,59,14,0.08
2025-08-11,Instagram,4596,454,17,41,0.24
2025-08-12,Facebook,1322,322,72,29,0.11
2025-08-12,Twitter,2116,347,21,41,0.15
2025-08-12,Instagram,3387,90,51,22,0.18
2025-08-13,Facebook,1026,285,75,45,0.09
2025-08-13,Twitter,3588,446,35,6,0.09
2025-08-13,Instagram,4037,359,60,26,0.09
2025-08-14,Facebook,3468,392,49,49,0.11
2025-08-14,Twitter,2551,313,11,40,0.2
2025-08-14,Instagram,1739,198,32,44,0.14
2025-08-15,Facebook,1155,70,17,14,0.16
2025-08-15,Twitter,2900,123,50,17,0.13
2025-08-15,Instagram,2615,307,90,21,0.07
2025-08-16,Facebook,1474,458,7,42,0.16
2025-08-16,Twitter,4053,421,28,33,0.14
2025-08-16,Instagram,1539,427,64,30,0.19
2025-08-17,Facebook,4723,168,32,20,0.2
2025-08-17,Twitter,2951,141,62,16,0.08
2025-08-17,Instagram,4564,219,63,34,0.12
2025-08-18,Facebook,4262,273,29,37,0.2
2025-08-18,Twitter,3366,293,61,16,0.05
2025-08-18,Instagram,1772,184,55,13,0.16
2025-08-19,Facebook,3830,266,76,49,0.13
2025-08-19,Twitter,1443,153,71,33,0.1
2025-08-19,Instagram,3457,275,32,17,0.2
2025-08-20,Facebook,2041,53,94,44,0.24
2025-08-20,Twitter,4516,361,88,15,0.24
2025-08-20,Instagram,1077,282,21,30,0.09
2025-08-21,Facebook,3209,490,30,29,0.21
2025-08-21,Twitter,1260,230,76,44,0.23
2025-08-21,Instagram,4283,370,53,42,0.11
2025-08-22,Facebook,2523,106,51,35,0.19
2025-08-22,Twitter,4113,331,9,24,0.18
2025-08-22,Instagram,3095,103,37,42,0.16
2025-08-23,Facebook,3583,110,25,9,0.17
2025-08-23,Twitter,4445,135,66,22,0.16
2025-08-23,Instagram,3149,446,99,34,0.16
2025-08-24,Facebook,1916,57,48,49,0.06
2025-08-24,Twitter,4032,258,79,17,0.16
2025-08-24,Instagram,4363,119,45,20,0.18
2025-08-25,Facebook,2075,97,60,30,0.15
2025-08-25,Twitter,1156,138,22,23,0.09
2025-08-25,Instagram,1669,423,86,30,0.05
2025-08-26,Facebook,1419,420,33,38,0.19
2025-08-26,Twitter,1044,385,70,38,0.2
2025-08-26,Instagram,4012,411,12,34,0.19
2025-08-27,Facebook,4467,137,90,33,0.15
2025-08-27,Twitter,3268,123,40,41,0.13
2025-08-27,Instagram,4809,304,47,25,0.09
2025-08-28,Facebook,3169,104,76,31,0.1
2025-08-28,Twitter,3736,398,71,48,0.18
2025-08-28,Instagram,4905,277,13,31,0.24
2025-08-29,Facebook,2976,209,93,33,0.15
2025-08-29,Twitter,4706,453,98,39,0.06
2025-08-29,Instagram,4230,140,94,18,0.17
2025-08-30,Facebook,915,398,88,31,0.13
2025-08-30,Twitter,3808,163,5,30,0.23
2025-08-30,Instagram,4499,392,14,15,0.2
2025-08-31,Facebook,2713,242,21,26,0.22
2025-08-31,Twitter,2572,474,97,8,0.17
2025-08-31,Instagram,3671,484,25,39,0.12
2025-09-01,Facebook,4754,452,64,11,0.23
2025-09-01,Twitter,2979,328,88,19,0.16
2025-09-01,Instagram,3980,270,12,45,0.11
2025-09-02,Facebook,1414,95,32,31,0.06
2025-09-02,Twitter,1070,470,5,7,0.07
2025-09-02,Instagram,4154,89,67,40,0.19
2025-09-03,Facebook,4407,73,8,7,0.15
2025-09-03,Twitter,3280,230,27,49,0.06
2025-09-03,Instagram,1053,230,66,45,0.05
2025-09-04,Facebook,4632,237,58,10,0.06
2025-09-04,Twitter,2473,217,11,43,0.11
2025-09-04,Instagram,4188,261,7,26,0.2
2025-09-05,Facebook,4859,381,42,40,0.2
2025-09-05,Twitter,2788,446,91,34,0.12
2025-09-05,Instagram,1935,460,55,18,0.08
2025-09-06,Facebook,4250,96,43,20,0.2
2025-09-06,Twitter,1109,198,76,20,0.07
2025-09-06,Instagram,2622,475,78,36,0.08
2025-09-07,Facebook,1320,188,14,26,0.1
2025-09-07,Twitter,4707,97,56,29,0.08
2025-09-07,Instagram,3716,151,69,29,0.08
2025-09-08,Facebook,1904,432,92,6,0.19
2025-09-08,Twitter,4294,428,74,5,0.07
2025-09-08,Instagram,966,175,61,21,0.06
2025-09-09,Facebook,1480,122,17,10,0.12
2025-09-09,Twitter,2131,294,7,21,0.19
2025-09-09,Instagram,1899,417,51,49,0.24
2025-09-10,Facebook,4960,386,71,30,0.08
2025-09-10,Twitter,2367,401,72,22,0.05
2025-09-10,Instagram,842,421,39,44,0.21
2025-09-11,Facebook,2624,319,38,8,0.16
2025-09-11,Twitter,3772,388,10,37,0.24
2025-09-11,Instagram,3186,242,73,31,0.15
2025-09-12,Facebook,1799,62,68,39,0.24
2025-09-12,Twitter,4463,428,47,14,0.21
2025-09-12,Instagram,1251,477,27,6,0.22
2025-09-13,Facebook,1682,362,76,11,0.11
2025-09-13,Twitter,1174,163,20,23,0.18
2025-09-13,Instagram,912,61,57,15,0.09
2025-09-14,Facebook,939,450,10,37,0.14
2025-09-14,Twitter,1687,108,37,45,0.19
2025-09-14,Instagram,2273,96,43,8,0.25
2025-09-15,Facebook,4565,440,83,27,0.09
2025-09-15,Twitter,4274,177,58,33,0.07
2025-09-15,Instagram,3561,410,61,12,0.06
2025-09-16,Facebook,1001,66,70,10,0.16
2025-09-16,Twitter,2141,218,73,22,0.19
2025-09-16,Instagram,4602,226,80,11,0.1
2025-09-17,Facebook,1007,51,28,14,0.19
2025-09-17,Twitter,953,476,59,43,0.08
2025-09-17,Instagram,2318,279,24,31,0.14
2025-09-18,Facebook,2995,157,23,24,0.07
2025-09-18,Twitter,3649,455,71,10,0.1
2025-09-18,Instagram,4649,122,52,10,0.11
2025-09-19,Facebook,4995,108,6,33,0.08
2025-09-19,Twitter,3442,203,93,14,0.17
2025-09-19,Instagram,3794,97,25,26,0.18
2025-09-20,Facebook,3261,74,32,5,0.05
2025-09-20,Twitter,1891,56,53,13,0.14
2025-09-20,Instagram,2720,187,40,13,0.22
2025-09-21,Facebook,975,215,21,14,0.05
2025-09-21,Twitter,2901,227,39,25,0.23
2025-09-21,Instagram,4142,181,97,13,0.14
2025-09-22,Facebook,3762,297,96,21,0.16
2025-09-22,Twitter,1864,219,54,24,0.09
2025-09-22,Instagram,2886,418,27,36,0.23
2025-09-23,Facebook,3584,415,73,47,0.1
2025-09-23,Twitter,3050,110,54,7,0.09
2025-09-23,Instagram,1984,380,20,22,0.12
2025-09-24,Facebook,2326,187,86,42,0.13
2025-09-24,Twitter,3166,126,50,7,0.17
2025-09-24,Instagram,1814,425,95,12,0.06
2025-09-25,Facebook,1289,258,77,10,0.21
2025-09-25,Twitter,1094,418,64,32,0.23
2025-09-25,Instagram,3396,186,86,25,0.13
2025-09-26,Facebook,4441,412,64,42,0.14
2025-09-26,Twitter,3267,163,41,19,0.06
2025-09-26,Instagram,862,199,15,17,0.11
2025-09-27,Facebook,934,110,58,28,0.24
2025-09-27,Twitter,4078,178,59,7,0.13
2025-09-27,Instagram,920,434,42,25,0.08
2025-09-28,Facebook,1444,251,96,25,0.2
2025-09-28,Twitter,3468,352,88,23,0.07
2025-09-28,Instagram,4964,178,72,16,0.1
2025-09-29,Facebook,3159,283,27,29,0.12
2025-09-29,Twitter,4190,427,56,28,0.21
2025-09-29,Instagram,3391,104,9,40,0.18
2025-09-30,Facebook,2000,411,62,43,0.1
2025-09-30,Twitter,2036,366,13,10,0.16
2025-09-30,Instagram,3394,88,26,45,0.22
2025-10-01,Facebook,886,125,91,20,0.2
2025-10-01,Twitter,3742,263,77,33,0.14
2025-10-01,Instagram,4470,190,36,27,0.14
2025-10-02,Facebook,4118,153,89,6,0.16
2025-10-02,Twitter,3889,143,26,37,0.12
2025-10-02,Instagram,1298,171,14,40,0.07
2025-10-03,Facebook,4411,60,82,43,0.06
2025-10-03,Twitter,946,167,19,32,0.16
2025-10-03,Instagram,3210,186,51,37,0.14
2025-10-04,Facebook,818,244,78,44,0.19
2025-10-04,Twitter,1248,462,54,38,0.13
2025-10-04,Instagram,2720,467,97,17,0.19
2025-10-05,Facebook,4188,462,43,28,0.19
2025-10-05,Twitter,4966,318,73,30,0.23
2025-10-05,Instagram,1616,152,57,5,0.05
2025-10-06,Facebook,1050,302,7,19,0.23
2025-10-06,Twitter,3263,331,20,29,0.2
2025-10-06,Instagram,1896,169,60,5,0.14
2025-10-07,Facebook,2421,385,45,48,0.12
2025-10-07,Twitter,4616,248,82,33,0.09
2025-10-07,Instagram,4808,478,19,7,0.05
2025-10-08,Facebook,3789,79,61,44,0.05
2025-10-08,Twitter,1183,97,70,36,0.06
2025-10-08,Instagram,3365,253,61,44,0.24
2025-10-09,Facebook,1531,165,61,49,0.14
2025-10-09,Twitter,3404,384,24,33,0.16
2025-10-09,Instagram,4604,372,87,7,0.12
2025-10-10,Facebook,4935,108,59,8,0.14
2025-10-10,Twitter,3690,171,99,47,0.24
2025-10-10,Instagram,4106,435,66,13,0.05
2025-10-11,Facebook,2305,366,83,29,0.17
2025-10-11,Twitter,1049,363,49,43,0.19
2025-10-11,Instagram,4371,258,87,48,0.2
2025-10-12,Facebook,3963,314,96,10,0.2
2025-10-12,Twitter,3248,449,91,35,0.17
2025-10-12,Instagram,1603,294,90,46,0.11
2025-10-13,Facebook,4316,318,15,20,0.09
2025-10-13,Twitter,1754,435,98,34,0.23
2025-10-13,Instagram,3147,444,83,20,0.07
2025-10-14,Facebook,3361,227,16,30,0.14
2025-10-14,Twitter,1183,111,42,7,0.24
2025-10-14,Instagram,4093,110,5,34,0.1
2025-10-15,Facebook,4788,427,17,31,0.17
2025-10-15,Twitter,3846,486,83,19,0.21
2025-10-15,Instagram,2614,424,74,28,0.07
2025-10-16,Facebook,4740,389,80,37,0.14
2025-10-16,Twitter,1568,214,67,26,0.06
2025-10-16,Instagram,1407,212,83,9,0.18
2025-10-17,Facebook,2637,227,52,10,0.14
2025-10-17,Twitter,1165,236,33,11,0.25
2025-10-17,Instagram,3178,231,42,31,0.25
2025-10-18,Facebook,1098,494,35,31,0.21
2025-10-18,Twitter,3305,414,95,39,0.16
2025-10-18,Instagram,4271,302,17,39,0.05
2025-10-19,Facebook,4570,454,58,15,0.05
2025-10-19,Twitter,3650,135,42,35,0.2
2025-10-19,Instagram,913,482,36,19,0.15
2025-10-20,Facebook,4226,52,84,9,0.22
2025-10-20,Twitter,3384,117,65,33,0.2
2025-10-20,Instagram,3530,499,78,47,0.17
2025-10-21,Facebook,3058,392,28,15,0.24
2025-10-21,Twitter,3387,246,67,9,0.25
2025-10-21,Instagram,3627,99,8,46,0.19
2025-10-22,Facebook,1837,252,36,15,0.22
2025-10-22,Twitter,4026,104,58,22,0.07
2025-10-22,Instagram,1898,326,48,9,0.06
2025-10-23,Facebook,1370,394,58,14,0.16
2025-10-23,Twitter,2478,153,80,26,0.14
2025-10-23,Instagram,4988,479,18,24,0.19
2025-10-24,Facebook,4800,424,63,47,0.14
2025-10-24,Twitter,2119,167,24,34,0.23
2025-10-24,Instagram,4055,139,98,17,0.08
2025-10-25,Facebook,1604,482,70,40,0.07
2025-10-25,Twitter,2410,413,44,47,0.06
2025-10-25,Instagram,3187,165,59,20,0.19
2025-10-26,Facebook,3366,94,63,31,0.2
2025-10-26,Twitter,4127,122,39,24,0.09
2025-10-26,Instagram,1264,288,99,12,0.24
2025-10-27,Facebook,1684,271,24,43,0.14
2025-10-27,Twitter,4656,113,46,34,0.11
2025-10-27,Instagram,2346,147,54,11,0.09
2025-10-28,Facebook,1562,325,54,42,0.24
2025-10-28,Twitter,3955,436,41,44,0.07
2025-10-28,Instagram,2903,456,15,12,0.09
2025-10-29,Facebook,1883,187,43,32,0.12
2025-10-29,Twitter,1436,62,40,41,0.08
2025-10-29,Instagram,4387,272,86,42,0.22
2025-10-30,Facebook,4766,425,91,26,0.15
2025-10-30,Twitter,4906,351,66,9,0.15
2025-10-30,Instagram,2089,473,28,39,0.05
2025-10-31,Facebook,4016,114,99,35,0.13
2025-10-31,Twitter,2953,230,60,38,0.14
2025-10-31,Instagram,1487,67,80,44,0.18
2025-11-01,Facebook,2953,320,83,43,0.16
2025-11-01,Twitter,3903,442,44,24,0.05
2025-11-01,Instagram,1644,257,77,16,0.15
2025-11-02,Facebook,2034,493,75,39,0.21
2025-11-02,Twitter,3759,488,43,8,0.13
2025-11-02,Instagram,3677,446,85,41,0.15
2025-11-03,Facebook,2681,319,99,8,0.24
2025-11-03,Twitter,3692,209,63,42,0.08
2025-11-03,Instagram,1019,102,98,7,0.09
2025-11-04,Facebook,3585,257,26,36,0.24
2025-11-04,Twitter,3094,121,66,10,0.12
2025-11-04,Instagram,4482,443,7,16,0.16
2025-11-05,Facebook,1148,304,73,29,0.06
2025-11-05,Twitter,3134,303,89,24,0.1
2025-11-05,Instagram,4277,437,17,49,0.22
2025-11-06,Facebook,1075,254,85,40,0.14
2025-11-06,Twitter,1710,322,28,12,0.23
2025-11-06,Instagram,4557,377,12,30,0.21
2025-11-07,Facebook,2320,205,93,20,0.17
2025-11-07,Twitter,3605,259,21,34,0.25
2025-11-07,Instagram,1297,270,98,22,0.08
2025-11-08,Facebook,2447,104,85,44,0.1
2025-11-08,Twitter,942,250,56,14,0.2
2025-11-08,Instagram,3231,229,34,37,0.22
2025-11-09,Facebook,3496,231,5,48,0.05
2025-11-09,Twitter,4591,314,36,19,0.14
2025-11-09,Instagram,4108,490,12,12,0.23
2025-11-10,Facebook,2144,156,46,15,0.16
2025-11-10,Twitter,2304,465,97,25,0.16
2025-11-10,Instagram,4278,105,10,26,0.06
2025-11-11,Facebook,1292,241,58,12,0.21
2025-11-11,Twitter,2986,393,53,25,0.24
2025-11-11,Instagram,1886,153,87,43,0.1
2025-11-12,Facebook,1072,55,23,42,0.11
2025-11-12,Twitter,2373,168,41,8,0.12
2025-11-12,Instagram,4547,107,17,36,0.16
2025-11-13,Facebook,2051,296,64,23,0.11
2025-11-13,Twitter,2178,287,60,32,0.1
2025-11-13,Instagram,3663,345,67,16,0.09
2025-11-14,Facebook,4805,460,13,20,0.19
2025-11-14,Twitter,4158,424,18,49,0.14
2025-11-14,Instagram,2073,457,77,30,0.18
2025-11-15,Facebook,3881,260,71,28,0.21
2025-11-15,Twitter,2777,332,84,19,0.14
2025-11-15,Instagram,4564,93,30,38,0.22
2025-11-16,Facebook,4982,225,59,5,0.14
2025-11-16,Twitter,2401,207,7,25,0.14
2025-11-16,Instagram,1427,263,89,37,0.07
2025-11-17,Facebook,4014,299,56,19,0.14
2025-11-17,Twitter,1783,426,9,10,0.23
2025-11-17,Instagram,2126,140,22,25,0.21
2025-11-18,Facebook,3573,409,27,7,0.13
2025-11-18,Twitter,2985,394,56,12,0.22
2025-11-18,Instagram,2852,427,57,41,0.07
2025-11-19,Facebook,2060,407,97,9,0.06
2025-11-19,Twitter,3599,51,69,44,0.06
2025-11-19,Instagram,2811,157,80,43,0.08
2025-11-20,Facebook,1690,496,68,32,0.25
2025-11-20,Twitter,3304,152,99,25,0.1
2025-11-20,Instagram,2387,394,80,5,0.14
2025-11-21,Facebook,2436,160,5,5,0.08
2025-11-21,Twitter,2249,454,83,21,0.07
2025-11-21,Instagram,3458,257,12,21,0.12
2025-11-22,Facebook,3449,190,21,42,0.14
2025-11-22,Twitter,1389,478,10,39,0.09
2025-11-22,Instagram,2062,121,65,19,0.21
2025-11-23,Facebook,1068,290,35,39,0.05
2025-11-23,Twitter,1206,266,38,30,0.24
2025-11-23,Instagram,1785,69,10,10,0.18
2025-11-24,Facebook,2211,322,18,18,0.06
2025-11-24,Twitter,3734,448,23,47,0.06
2025-11-24,Instagram,3266,386,39,23,0.1
2025-11-25,Facebook,2498,465,52,48,0.21
2025-11-25,Twitter,4198,412,54,5,0.14
2025-11-25,Instagram,4012,363,18,41,0.06
2025-11-26,Facebook,4707,345,63,20,0.22
2025-11-26,Twitter,2107,401,70,35,0.07
2025-11-26,Instagram,4654,220,35,13,0.11
2025-11-27,Facebook,1761,313,75,48,0.23
2025-11-27,Twitter,1801,174,61,20,0.13
2025-11-27,Instagram,2281,279,22,9,0.21
2025-11-28,Facebook,1222,109,47,49,0.18
2025-11-28,Twitter,3197,439,60,48,0.13
2025-11-28,Instagram,3766,55,36,46,0.22
2025-11-29,Facebook,2247,427,77,41,0.23
2025-11-29,Twitter,1829,161,67,7,0.22
2025-11-29,Instagram,2275,386,45,23,0.12
2025-11-30,Facebook,1525,340,26,5,0.13
2025-11-30,Twitter,3606,316,81,46,0.06
2025-11-30,Instagram,2923,136,18,37,0.14
2025-12-01,Facebook,1640,328,78,23,0.23
2025-12-01,Twitter,3731,305,91,34,0.21
2025-12-01,Instagram,2817,286,29,14,0.23
2025-12-02,Facebook,1816,363,98,45,0.06
2025-12-02,Twitter,4226,165,52,38,0.07
2025-12-02,Instagram,2420,454,90,49,0.11
2025-12-03,Facebook,4592,497,68,6,0.24
2025-12-03,Twitter,1777,103,79,20,0.16
2025-12-03,Instagram,2353,236,94,20,0.05
2025-12-04,Facebook,1230,288,52,46,0.17
2025-12-04,Twitter,2156,437,6,30,0.11
2025-12-04,Instagram,3130,128,76,11,0.08
2025-12-05,Facebook,4813,112,16,17,0.22
2025-12-05,Twitter,816,112,85,40,0.21
2025-12-05,Instagram,889,257,40,32,0.06
2025-12-06,Facebook,4971,150,34,27,0.09
2025-12-06,Twitter,1769,120,56,41,0.2
2025-12-06,Instagram,4782,277,51,23,0.09
2025-12-07,Facebook,3892,113,41,31,0.23
2025-12-07,Twitter,1084,197,29,10,0.12
2025-12-07,Instagram,4769,455,20,22,0.06
2025-12-08,Facebook,4739,79,49,23,0.19
2025-12-08,Twitter,4298,367,97,40,0.23
2025-12-08,Instagram,4819,416,40,13,0.1
2025-12-09,Facebook,4206,490,24,13,0.16
2025-12-09,Twitter,3921,387,9,24,0.18
2025-12-09,Instagram,4548,327,62,8,0.1
2025-12-10,Facebook,2982,117,23,46,0.21
2025-12-10,Twitter,3288,390,65,35,0.11
2025-12-10,Instagram,1087,371,63,14,0.14
2025-12-11,Facebook,3163,322,20,20,0.09
2025-12-11,Twitter,1044,464,92,5,0.08
2025-12-11,Instagram,1140,53,75,30,0.15
2025-12-12,Facebook,1707,144,85,37,0.15
2025-12-12,Twitter,1120,96,96,46,0.21
2025-12-12,Instagram,1931,68,30,15,0.25
2025-12-13,Facebook,811,244,31,6,0.2
2025-12-13,Twitter,2877,133,42,32,0.2
2025-12-13,Instagram,1243,347,44,37,0.18
2025-12-14,Facebook,2184,423,46,41,0.18
2025-12-14,Twitter,2060,71,61,24,0.19
2025-12-14,Instagram,3009,209,94,29,0.24
2025-12-15,Facebook,2681,250,14,36,0.21
2025-12-15,Twitter,4955,115,69,40,0.08
2025-12-15,Instagram,2209,208,61,18,0.13
2025-12-16,Facebook,1326,61,32,24,0.16
2025-12-16,Twitter,1079,454,14,18,0.22
2025-12-16,Instagram,2551,447,38,16,0.08
2025-12-17,Facebook,4931,222,40,26,0.16
2025-12-17,Twitter,3695,494,60,29,0.11
2025-12-17,Instagram,3788,213,24,22,0.17
2025-12-18,Facebook,1462,414,20,9,0.18
2025-12-18,Twitter,3975,292,82,43,0.05
2025-12-18,Instagram,3243,449,85,49,0.22
2025-12-19,Facebook,3164,248,50,36,0.21
2025-12-19,Twitter,4272,218,58,48,0.18
2025-12-19,Instagram,2956,332,91,44,0.11
2025-12-20,Facebook,3053,384,47,37,0.05
2025-12-20,Twitter,1584,132,58,27,0.21
2025-12-20,Instagram,4780,300,88,39,0.23
2025-12-21,Facebook,1125,458,99,26,0.18
2025-12-21,Twitter,3578,138,76,5,0.11
2025-12-21,Instagram,4878,103,92,15,0.16
2025-12-22,Facebook,3375,148,24,7,0.21
2025-12-22,Twitter,2905,486,5,21,0.15
2025-12-22,Instagram,1651,375,12,33,0.19
2025-12-23,Facebook,4544,180,64,39,0.18
2025-12-23,Twitter,2444,325,77,43,0.22
2025-12-23,Instagram,4885,324,95,49,0.21
2025-12-24,Facebook,4312,135,96,49,0.22
2025-12-24,Twitter,3058,249,46,30,0.07
2025-12-24,Instagram,1849,456,47,17,0.16
2025-12-25,Facebook,3599,88,55,16,0.14
2025-12-25,Twitter,4845,316,30,46,0.21
2025-12-25,Instagram,3653,147,47,23,0.19
2025-12-26,Facebook,1741,421,46,32,0.23
2025-12-26,Twitter,2266,101,51,11,0.18
2025-12-26,Instagram,4188,373,29,16,0.19
2025-12-27,Facebook,4434,166,41,28,0.23
2025-12-27,Twitter,2092,138,58,8,0.13
2025-12-27,Instagram,1165,171,15,32,0.24
2025-12-28,Facebook,3276,328,32,47,0.24
2025-12-28,Twitter,1720,103,33,23,0.07
2025-12-28,Instagram,3629,383,39,34,0.15
2025-12-29,Facebook,3810,257,34,33,0.22
2025-12-29,Twitter,1746,407,51,42,0.14
2025-12-29,Instagram,4390,327,85,22,0.09
2025-12-30,Facebook,2264,440,54,42,0.22
2025-12-30,Twitter,1472,50,57,38,0.06
2025-12-30,Instagram,1443,476,94,8,0.16
2025-12-31,Facebook,4636,457,87,40,0.16
2025-12-31,Twitter,2669,426,22,32,0.11
2025-12-31,Instagram,3375,404,51,35,0.17
2026-01-01,Facebook,4422,353,50,30,0.14
2026-01-01,Twitter,4515,79,34,26,0.15
2026-01-01,Instagram,2955,317,98,40,0.21
2026-01-02,Facebook,1492,304,75,5,0.11
2026-01-02,Twitter,2681,136,94,49,0.13
2026-01-02,Instagram,2535,201,90,23,0.15
2026-01-03,Facebook,3454,303,34,46,0.15
2026-01-03,Twitter,2347,167,98,31,0.12
2026-01-03,Instagram,2069,454,80,33,0.11
2026-01-04,Facebook,2525,166,19,6,0.18
2026-01-04,Twitter,4756,221,58,22,0.17
2026-01-04,Instagram,2506,259,42,41,0.23
2026-01-05,Facebook,1690,259,72,38,0.21
2026-01-05,Twitter,2273,221,10,46,0.21
2026-01-05,Instagram,4056,134,59,20,0.22
2026-01-06,Facebook,2235,273,96,13,0.05
2026-01-06,Twitter,4533,465,73,27,0.21
2026-01-06,Instagram,3924,492,78,43,0.12
2026-01-07,Facebook,1724,172,7,23,0.2
2026-01-07,Twitter,828,84,10,16,0.13
2026-01-07,Instagram,1388,398,23,7,0.13
2026-01-08,Facebook,4886,171,88,8,0.05
